seed,suite,slice,decisions,teacher_disagreement,helpful_rate,harmful_rate,stable_positive_rate,unstable_positive_rate,base_target_match,teacher_target_match,recovery_rate,baseline_success_break,mean_delta_regret,p95_delta_regret,mean_delta_miss,mean_teacher_gain
315.0,a1_multiheavy_mixed_compute_round9_eval_seed315,overall,1581,0.011385199240986717,0.001265022137887413,0.010120177103099304,0.0006325110689437065,0.0,0.9664769133459835,0.9576217583807717,0.0006325110689437065,0.010120177103099304,0.0787987790478701,0.0,0.0031625553447185324,-0.0787987790478701
315.0,a1_multiheavy_mixed_compute_round9_eval_seed315,hard_near_tie,355,0.014084507042253521,0.0028169014084507044,0.011267605633802818,0.0028169014084507044,0.0,0.8985915492957747,0.8901408450704226,0.0028169014084507044,0.011267605633802818,0.09708476536710497,0.0,0.008450704225352112,-0.09708476536710497
315.0,a1_multiheavy_mixed_compute_round9_eval_seed315,stable_near_tie,342,0.014619883040935672,0.0029239766081871343,0.011695906432748537,0.0029239766081871343,0.0,0.9152046783625731,0.9064327485380117,0.0029239766081871343,0.011695906432748537,0.10077512194538674,0.0,0.008771929824561403,-0.10077512194538674
315.0,a1_multiheavy_mixed_compute_round9_eval_seed315,high_headroom_near_tie,18,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,-0.39334530300564235,0.0,-0.05555555555555555,0.39334530300564235
315.0,a1_multiheavy_mixed_compute_round9_eval_seed315,baseline_error_near_tie,37,0.02702702702702703,0.02702702702702703,0.0,0.02702702702702703,0.0,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.0,-0.19135717443517736,0.0,-0.02702702702702703,0.19135717443517736
315.0,a1_multiheavy_mixed_compute_round9_eval_seed315,stable_positive_pack,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-7.0802154541015625,-7.0802154541015625,-1.0,7.0802154541015625
315.0,a1_multiheavy_mixed_compute_round9_eval_seed315,unstable_positive_pack,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_mixed_compute_round9_eval_seed315,harmful_pack,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10.386326789855957,12.286415767669675,1.0,-10.386326789855957
315.0,a1_multiheavy_mixed_compute_round9_eval_seed315,large_gap_control,474,0.004219409282700422,0.0,0.004219409282700422,0.0,0.0,0.9957805907172996,0.9915611814345991,0.0,0.004219409282700422,0.03392508864905764,0.0,0.0,-0.03392508864905764
315.0,a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,overall,1640,0.03170731707317073,0.0,0.03170731707317073,0.0,0.0,0.974390243902439,0.9426829268292682,0.0,0.03170731707317073,0.24094115001399344,0.0,0.014634146341463415,-0.24094115001399344
315.0,a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,hard_near_tie,395,0.04050632911392405,0.0,0.04050632911392405,0.0,0.0,0.9240506329113924,0.8835443037974684,0.0,0.04050632911392405,0.35030900013597704,0.0,0.04050632911392405,-0.35030900013597704
315.0,a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,stable_near_tie,387,0.041343669250646,0.0,0.041343669250646,0.0,0.0,0.9250645994832042,0.8837209302325582,0.0,0.041343669250646,0.3575505298545502,0.0,0.041343669250646,-0.3575505298545502
315.0,a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,high_headroom_near_tie,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,baseline_error_near_tie,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,stable_positive_pack,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,unstable_positive_pack,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,harmful_pack,16,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.648253440856934,11.84233045578003,1.0,-8.648253440856934
315.0,a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,large_gap_control,424,0.0047169811320754715,0.0,0.0047169811320754715,0.0,0.0,1.0,0.9952830188679245,0.0,0.0047169811320754715,0.037378135717140056,0.0,0.0,-0.037378135717140056
315.0,a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,overall,1123,0.0,0.0,0.0,0.0,0.0,0.9599287622439893,0.9599287622439893,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,hard_near_tie,82,0.0,0.0,0.0,0.0,0.0,0.9512195121951219,0.9512195121951219,0.0,0.0,0.0,0.0,0.0,0.0
